Event,Division,Date,Time,Field #,Field,Stage,Game Detail,Team,Opponent,Goals,Offence Time,Offence Goals,TOs,Spirit TOs,Rules,Fouls,Fair,Pos,Comm,Total
2018-WMUCC,M-M,2018-07-29,17:30,Arena,Showcase,Group,A4 vs A2,SUN,Quantum,,,,,,2,2,3,3,2,12
2018-WMUCC,M-M,2018-07-29,17:30,Arena,Showcase,Group,A4 vs A2,Quantum,SUN,,,,,,2,2,3,3,3,13
2018-WMUCC,GM-M,2018-07-30,9:30,1,Normal,Group,B4 vs B7,Shadows,UP-Korea,,,,,,2,3,3,4,3,15
2018-WMUCC,GM-M,2018-07-30,9:30,1,Normal,Group,B4 vs B7,UP-Korea,Shadows,,,,,,2,3,2,2,2,11
2018-WMUCC,M-X,2018-07-30,9:30,2,Normal,Group,B1 vs B4,Members Only,Aoteaora Eh,,,,,,2,3,3,3,2,13
2018-WMUCC,M-X,2018-07-30,9:30,2,Normal,Group,B1 vs B4,Aoteaora Eh,Members Only,,,,,,2,2,3,2,2,11
2018-WMUCC,M-X,2018-07-30,9:30,3,Normal,Group,A2 vs A5,Fine Wine,Bingo & Chill,,,,,,2,2,3,2,2,11
2018-WMUCC,M-X,2018-07-30,9:30,3,Normal,Group,A2 vs A5,Bingo & Chill,Fine Wine,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-07-30,9:30,4,Normal,Group,C2 vs C5,Uknighted,Medellin,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-07-30,9:30,4,Normal,Group,C2 vs C5,Medellin,Uknighted,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-07-30,9:30,5,Normal,Group,A1 vs A4,UPAARP,Grey BH,,,,,,3,2,3,3,2,13
2018-WMUCC,M-X,2018-07-30,9:30,5,Normal,Group,A1 vs A4,Grey BH,UPAARP,,,,,,2,2,2,3,2,11
2018-WMUCC,M-X,2018-07-30,9:30,6,Normal,Group,B2 vs B5,Wasabi,Spectrum,,,,,,1,2,3,3,2,11
2018-WMUCC,M-X,2018-07-30,9:30,6,Normal,Group,B2 vs B5,Spectrum,Wasabi,,,,,,3,2,3,3,3,14
2018-WMUCC,M-X,2018-07-30,9:30,7,Normal,Group,D6 vs D1,UFO,Hey Babe,,,,,,2,2,4,4,4,16
2018-WMUCC,M-X,2018-07-30,9:30,7,Normal,Group,D6 vs D1,Hey Babe,UFO,,,,,,3,2,3,3,2,13
2018-WMUCC,M-X,2018-07-30,9:30,8,Normal,Group,D4 vs D2,2600,Penguin Village,,,,,,3,2,2,2,2,11
2018-WMUCC,M-X,2018-07-30,9:30,8,Normal,Group,D4 vs D2,Penguin Village,2600,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-07-30,9:30,9,Normal,Group,D5 vs D3,Masala Magic,San Francisco Bridge Club,,,,,,1,2,2,3,1,9
2018-WMUCC,M-X,2018-07-30,9:30,9,Normal,Group,D5 vs D3,San Francisco Bridge Club,Masala Magic,,,,,,4,3,2,3,2,14
2018-WMUCC,GM-M,2018-07-30,9:30,10,Normal,Group,A5 vs A1,Surly GM,Grave Britain,,,,,,2,3,3,3,2,13
2018-WMUCC,GM-M,2018-07-30,9:30,10,Normal,Group,A5 vs A1,Grave Britain,Surly GM,,,,,,2,2,3,3,3,13
2018-WMUCC,GM-M,2018-07-30,9:30,11,Normal,Group,A6 vs A4,Reckon,Shutdown,,,,,,2,2,3,3,2,12
2018-WMUCC,GM-M,2018-07-30,9:30,11,Normal,Group,A6 vs A4,Shutdown,Reckon,,,,,,3,3,4,3,3,16
2018-WMUCC,GM-M,2018-07-30,9:30,12,Normal,Group,A7 vs A3,Big Bombers,Get Off My Lawn,,,,,,2,3,3,2,2,12
2018-WMUCC,GM-M,2018-07-30,9:30,12,Normal,Group,A7 vs A3,Get Off My Lawn,Big Bombers,,,,,,3,3,4,4,3,17
2018-WMUCC,GM-M,2018-07-30,9:30,13,Normal,Group,B6 vs B1,KalaKala,Tombstone,,,,,,2,1,3,2,3,11
2018-WMUCC,GM-M,2018-07-30,9:30,13,Normal,Group,B6 vs B1,Tombstone,KalaKala,,,,,,3,3,3,2,3,14
2018-WMUCC,GM-M,2018-07-30,9:30,14,Normal,Group,B2 vs B5,Johnny Walker,Grand Masters of the Universe,,,,,,2,3,3,3,2,13
2018-WMUCC,GM-M,2018-07-30,9:30,14,Normal,Group,B2 vs B5,Grand Masters of the Universe,Johnny Walker,,,,,,3,2,3,3,2,13
2018-WMUCC,GM-M,2018-07-30,9:30,15,Normal,Group,B3 vs B8,Beers,TRex,,,,,,2,2,2,3,3,12
2018-WMUCC,GM-M,2018-07-30,9:30,15,Normal,Group,B3 vs B8,TRex,Beers,,,,,,2,3,3,4,3,15
2018-WMUCC,M-X,2018-07-30,9:30,16,Normal,Group,C1 vs C4,512,Banana Cream Pie,,,,,,2,1,3,2,1,9
2018-WMUCC,M-X,2018-07-30,9:30,16,Normal,Group,C1 vs C4,Banana Cream Pie,512,,,,,,2,1,2,1,2,8
2018-WMUCC,M-W,2018-07-30,11:30,1,Normal,Group,B4 vs B7,Molly Grey,Thrift Shop,,,,,,3,2,2,3,2,12
2018-WMUCC,M-W,2018-07-30,11:30,1,Normal,Group,B4 vs B7,Thrift Shop,Molly Grey,,,,,,2,2,2,3,2,11
2018-WMUCC,M-M,2018-07-30,11:30,2,Normal,Group,B1 vs B4,NSOM,Raging Bananas,,,,,,3,3,3,3,3,15
2018-WMUCC,M-M,2018-07-30,11:30,2,Normal,Group,B1 vs B4,Raging Bananas,NSOM,,,,,,2,2,3,3,2,12
2018-WMUCC,M-M,2018-07-30,11:30,3,Normal,Group,A5 vs A1,Johnny Encore,Men’s Masters Mexico,,,,,,2,3,3,3,2,13
2018-WMUCC,M-M,2018-07-30,11:30,3,Normal,Group,A5 vs A1,Men’s Masters Mexico,Johnny Encore,,,,,,2,2,2,3,3,12
2018-WMUCC,M-M,2018-07-30,11:30,4,Normal,Group,C2 vs C5,Wolpertinger,Carbon,,,,,,2,2,2,3,2,11
2018-WMUCC,M-M,2018-07-30,11:30,4,Normal,Group,C2 vs C5,Carbon,Wolpertinger,,,,,,2,2,2,3,3,12
2018-WMUCC,M-M,2018-07-30,11:30,5,Normal,Group,C1 vs C4,Rest Stop,Crawl,,,,,,2,3,3,3,3,14
2018-WMUCC,M-M,2018-07-30,11:30,5,Normal,Group,C1 vs C4,Crawl,Rest Stop,,,,,,2,2,3,2,2,11
2018-WMUCC,M-M,2018-07-30,11:30,6,Normal,Group,B2 vs B5,Queen City Kings,Surly,,,,,,3,2,2,2,2,11
2018-WMUCC,M-M,2018-07-30,11:30,6,Normal,Group,B2 vs B5,Surly,Queen City Kings,,,,,,2,2,1,2,2,9
2018-WMUCC,M-M,2018-07-30,11:30,7,Normal,Group,D6 vs D1,All Bashed Out,Iron Crow,,,,,,2,2,2,3,2,11
2018-WMUCC,M-M,2018-07-30,11:30,7,Normal,Group,D6 vs D1,Iron Crow,All Bashed Out,,,,,,2,2,2,3,2,11
2018-WMUCC,M-M,2018-07-30,11:30,8,Normal,Group,D4 vs D2,Best Before,Osaka Kings,,,,,,1,3,3,2,2,11
2018-WMUCC,M-M,2018-07-30,11:30,8,Normal,Group,D4 vs D2,Osaka Kings,Best Before,,,,,,2,1,2,2,3,10
2018-WMUCC,M-M,2018-07-30,11:30,9,Normal,Group,D5 vs D3,OUCH,DUFF Stout,,,,,,2,2,2,3,3,12
2018-WMUCC,M-M,2018-07-30,11:30,9,Normal,Group,D5 vs D3,DUFF Stout,OUCH,,,,,,2,2,3,3,3,13
2018-WMUCC,M-W,2018-07-30,11:30,10,Normal,Group,A5 vs A1,Loose Cannon,Vintage,,,,,,2,1,2,1,3,9
2018-WMUCC,M-W,2018-07-30,11:30,10,Normal,Group,A5 vs A1,Vintage,Loose Cannon,,,,,,1,2,2,1,2,8
2018-WMUCC,M-W,2018-07-30,11:30,11,Normal,Group,A6 vs A4,Quasar,Dyna,,,,,,2,2,3,3,2,12
2018-WMUCC,M-W,2018-07-30,11:30,11,Normal,Group,A6 vs A4,Dyna,Quasar,,,,,,1,2,2,2,2,9
2018-WMUCC,M-W,2018-07-30,11:30,12,Normal,Group,A7 vs A3,Samsui,iRot,,,,,,2,3,2,2,2,11
2018-WMUCC,M-W,2018-07-30,11:30,12,Normal,Group,A7 vs A3,iRot,Samsui,,,,,,2,3,2,3,2,12
2018-WMUCC,M-W,2018-07-30,11:30,13,Normal,Group,B6 vs B1,Silver Foxes,Surly COUGARS,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-07-30,11:30,13,Normal,Group,B6 vs B1,Surly COUGARS,Silver Foxes,,,,,,2,1,2,3,2,10
2018-WMUCC,M-W,2018-07-30,11:30,14,Normal,Group,B2 vs B5,Mu-Syozoku,Eclipse,,,,,,2,2,2,3,3,12
2018-WMUCC,M-W,2018-07-30,11:30,14,Normal,Group,B2 vs B5,Eclipse,Mu-Syozoku,,,,,,2,2,2,3,2,11
2018-WMUCC,M-W,2018-07-30,11:30,15,Normal,Group,B3 vs B8,Mint,lowercase,,,,,,2,1,2,2,2,9
2018-WMUCC,M-W,2018-07-30,11:30,15,Normal,Group,B3 vs B8,lowercase,Mint,,,,,,2,2,2,3,2,11
2018-WMUCC,M-M,2018-07-30,11:30,16,Normal,Group,A2 vs A3,SUN,Torque,,,,,,1,1,1,2,1,6
2018-WMUCC,M-M,2018-07-30,11:30,16,Normal,Group,A2 vs A3,Torque,SUN,,,,,,2,3,2,3,3,13
2018-WMUCC,GM-M,2018-07-30,14:00,1,Normal,Group,A2 vs A5,Grave Britain,Figjam,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-07-30,14:00,1,Normal,Group,A2 vs A5,Figjam,Grave Britain,,,,,,2,3,3,2,3,13
2018-WMUCC,GM-M,2018-07-30,14:00,2,Normal,Group,A3 vs A4,Get Off My Lawn,Shutdown,,,,,,3,2,2,3,3,13
2018-WMUCC,GM-M,2018-07-30,14:00,2,Normal,Group,A3 vs A4,Shutdown,Get Off My Lawn,,,,,,2,3,3,3,3,14
2018-WMUCC,M-X,2018-07-30,14:00,3,Normal,Group,B2 vs B3,Wasabi,Mastadon,,,,,,1,1,1,2,3,8
2018-WMUCC,M-X,2018-07-30,14:00,3,Normal,Group,B2 vs B3,Mastadon,Wasabi,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-07-30,14:00,4,Normal,Group,D2 vs D5,Penguin Village,Masala Magic,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-07-30,14:00,4,Normal,Group,D2 vs D5,Masala Magic,Penguin Village,,,,,,1,1,2,2,2,8
2018-WMUCC,GM-M,2018-07-30,14:00,5,Normal,Group,B4 vs B2,Shadows,Johnny Walker,,,,,,2,2,2,2,3,11
2018-WMUCC,GM-M,2018-07-30,14:00,5,Normal,Group,B4 vs B2,Johnny Walker,Shadows,,,,,,2,2,2,3,3,12
2018-WMUCC,GM-M,2018-07-30,14:00,6,Normal,Group,B7 vs B5,UP-Korea,Grand Masters of the Universe,,,,,,3,2,2,3,3,13
2018-WMUCC,GM-M,2018-07-30,14:00,6,Normal,Group,B7 vs B5,Grand Masters of the Universe,UP-Korea,,,,,,2,3,3,3,3,14
2018-WMUCC,GM-M,2018-07-30,14:00,7,Normal,Group,B8 vs B6,TRex,KalaKala,,,,,,2,2,2,2,2,10
2018-WMUCC,GM-M,2018-07-30,14:00,7,Normal,Group,B8 vs B6,KalaKala,TRex,,,,,,2,3,3,3,2,13
2018-WMUCC,M-X,2018-07-30,14:00,8,Normal,Group,A5 vs A1,Bingo & Chill,UPAARP,,,,,,2,1,2,2,2,9
2018-WMUCC,M-X,2018-07-30,14:00,8,Normal,Group,A5 vs A1,UPAARP,Bingo & Chill,,,,,,2,1,2,2,2,9
2018-WMUCC,M-X,2018-07-30,14:00,9,Normal,Group,A2 vs A3,Fine Wine,Woodies,,,,,,2,2,2,3,2,11
2018-WMUCC,M-X,2018-07-30,14:00,9,Normal,Group,A2 vs A3,Woodies,Fine Wine,,,,,,1,2,3,2,2,10
2018-WMUCC,M-X,2018-07-30,14:00,10,Normal,Group,C5 vs C1,Medellin,512,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-07-30,14:00,10,Normal,Group,C5 vs C1,512,Medellin,,,,,,2,3,3,4,3,15
2018-WMUCC,GM-M,2018-07-30,14:00,11,Normal,Group,A7 vs A1,Surly GM,Big Bombers,,,,,,1,3,2,3,2,11
2018-WMUCC,GM-M,2018-07-30,14:00,11,Normal,Group,A7 vs A1,Big Bombers,Surly GM,,,,,,2,3,3,2,3,13
2018-WMUCC,M-X,2018-07-30,14:00,12,Normal,Group,B5 vs B1,Spectrum,Members Only,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-07-30,14:00,12,Normal,Group,B5 vs B1,Members Only,Spectrum,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-07-30,14:00,13,Normal,Group,C2 vs C3,Uknighted,Molasses Disaster,,,,,,2,1,2,2,1,8
2018-WMUCC,M-X,2018-07-30,14:00,13,Normal,Group,C2 vs C3,Molasses Disaster,Uknighted,,,,,,2,2,3,3,3,13
2018-WMUCC,M-X,2018-07-30,14:00,14,Normal,Group,D4 vs D1,2600,Hey Babe,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-07-30,14:00,14,Normal,Group,D4 vs D1,Hey Babe,2600,,,,,,2,3,3,3,3,14
2018-WMUCC,GM-M,2018-07-30,14:00,15,Normal,Group,B1 vs B3,Tombstone,Beers,,,,,,3,3,3,4,2,15
2018-WMUCC,GM-M,2018-07-30,14:00,15,Normal,Group,B1 vs B3,Beers,Tombstone,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-07-30,14:00,16,Normal,Group,D3 vs D6,San Francisco Bridge Club,UFO,,,,,,2,1,2,3,3,11
2018-WMUCC,M-X,2018-07-30,14:00,16,Normal,Group,D3 vs D6,UFO,San Francisco Bridge Club,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-07-30,16:00,1,Normal,Group,A2 vs A5,Ripe,Loose Cannon,,,,,,2,2,3,3,2,12
2018-WMUCC,M-W,2018-07-30,16:00,1,Normal,Group,A2 vs A5,Loose Cannon,Ripe,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-07-30,16:00,2,Normal,Group,B8 vs B6,Mint,Silver Foxes,,,,,,2,2,2,3,2,11
2018-WMUCC,M-W,2018-07-30,16:00,2,Normal,Group,B8 vs B6,Silver Foxes,Mint,,,,,,1,2,2,2,2,9
2018-WMUCC,M-M,2018-07-30,16:00,3,Normal,Group,B2 vs B3,Boneyard,Surly,,,,,,2,2,3,3,2,12
2018-WMUCC,M-M,2018-07-30,16:00,3,Normal,Group,B2 vs B3,Surly,Boneyard,,,,,,2,2,2,3,2,11
2018-WMUCC,M-M,2018-07-30,16:00,4,Normal,Group,D2 vs D5,OUCH,Osaka Kings,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-07-30,16:00,4,Normal,Group,D2 vs D5,Osaka Kings,OUCH,,,,,,2,2,3,3,2,12
2018-WMUCC,M-W,2018-07-30,16:00,5,Normal,Group,B4 vs B2,Molly Grey,Mu-Syozoku,,,,,,2,2,3,3,2,12
2018-WMUCC,M-W,2018-07-30,16:00,5,Normal,Group,B4 vs B2,Mu-Syozoku,Molly Grey,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-07-30,16:00,6,Normal,Group,B7 vs B5,Thrift Shop,Eclipse,,,,,,1,2,2,2,2,9
2018-WMUCC,M-W,2018-07-30,16:00,6,Normal,Group,B7 vs B5,Eclipse,Thrift Shop,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-07-30,16:00,8,Normal,Group,A5 vs A3,Men’s Masters Mexico,Torque,,,,,,2,1,2,2,2,9
2018-WMUCC,M-M,2018-07-30,16:00,8,Normal,Group,A5 vs A3,Torque,Men’s Masters Mexico,,,,,,2,3,3,3,2,13
2018-WMUCC,M-W,2018-07-30,16:00,9,Normal,Group,A7 vs A1,Vintage,Samsui,,,,,,2,2,2,3,2,11
2018-WMUCC,M-W,2018-07-30,16:00,9,Normal,Group,A7 vs A1,Samsui,Vintage,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-07-30,16:00,10,Normal,Group,C5 vs C1,Rest Stop,Carbon,,,,,,3,2,4,3,3,15
2018-WMUCC,M-M,2018-07-30,16:00,10,Normal,Group,C5 vs C1,Carbon,Rest Stop,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-07-30,16:00,11,Normal,Group,C2 vs C3,Wolpertinger,Men’s Masters Colombia,,,,,,2,2,3,3,3,13
2018-WMUCC,M-M,2018-07-30,16:00,11,Normal,Group,C2 vs C3,Men’s Masters Colombia,Wolpertinger,,,,,,2,2,2,2,3,11
2018-WMUCC,M-M,2018-07-30,16:00,12,Normal,Group,B5 vs B1,NSOM,Queen City Kings,,,,,,2,2,3,1,2,10
2018-WMUCC,M-M,2018-07-30,16:00,12,Normal,Group,B5 vs B1,Queen City Kings,NSOM,,,,,,2,2,2,2,3,11
2018-WMUCC,M-M,2018-07-30,16:00,13,Normal,Group,A1 vs A4,Johnny Encore,Quantum,,,,,,2,2,2,3,3,12
2018-WMUCC,M-M,2018-07-30,16:00,13,Normal,Group,A1 vs A4,Quantum,Johnny Encore,,,,,,2,2,2,3,3,12
2018-WMUCC,M-M,2018-07-30,16:00,14,Normal,Group,D4 vs D1,Best Before,All Bashed Out,,,,,,1,2,2,2,3,10
2018-WMUCC,M-M,2018-07-30,16:00,14,Normal,Group,D4 vs D1,All Bashed Out,Best Before,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-07-30,16:00,15,Normal,Group,B1 vs B3,Surly COUGARS,lowercase,,,,,,1,2,2,2,2,9
2018-WMUCC,M-W,2018-07-30,16:00,15,Normal,Group,B1 vs B3,lowercase,Surly COUGARS,,,,,,2,2,1,2,1,8
2018-WMUCC,M-M,2018-07-30,16:00,16,Normal,Group,D3 vs D6,DUFF Stout,Iron Crow,,,,,,2,1,2,2,2,9
2018-WMUCC,M-M,2018-07-30,16:00,16,Normal,Group,D3 vs D6,Iron Crow,DUFF Stout,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-07-30,19:00,Arena,Showcase,Group,A3 vs A4,Dyna,iRot,,,,,,2,3,3,3,2,13
2018-WMUCC,M-W,2018-07-30,19:00,Arena,Showcase,Group,A3 vs A4,iRot,Dyna,,,,,,3,3,3,2,2,13
2018-WMUCC,M-X,2018-07-31,9:30,1,Normal,Group,C3 va C1,Molasses Disaster,512,,,,,,2,1,2,2,1,8
2018-WMUCC,M-X,2018-07-31,9:30,1,Normal,Group,C3 vs C1,512,Molasses Disaster,,,,,,2,3,2,2,3,12
2018-WMUCC,M-X,2018-07-31,9:30,2,Normal,Group,B4 vs B5,Aoteaora Eh,Spectrum,,,,,,2,1,2,2,2,9
2018-WMUCC,M-X,2018-07-31,9:30,2,Normal,Group,B4 vs B5,Spectrum,Aoteaora Eh,,,,,,2,1,1,3,2,9
2018-WMUCC,GM-M,2018-07-31,9:30,3,Normal,Group,A1 vs A6,Surly GM,Reckon,,,,,,2,1,2,3,2,10
2018-WMUCC,GM-M,2018-07-31,9:30,3,Normal,Group,A1 vs A6,Reckon,Surly GM,,,,,,2,2,2,3,2,11
2018-WMUCC,GM-M,2018-07-31,9:30,4,Normal,Group,B2 vs B3,Johnny Walker,Beers,,,,,,3,3,3,4,3,16
2018-WMUCC,GM-M,2018-07-31,9:30,4,Normal,Group,B2 vs B3,Beers,Johnny Walker,,,,,,2,3,2,3,3,13
2018-WMUCC,M-X,2018-07-31,9:30,5,Normal,Group,D4 vs D5,2600,Masala Magic,,,,,,1,1,2,2,2,8
2018-WMUCC,M-X,2018-07-31,9:30,5,Normal,Group,D4 vs D5,Masala Magic,2600,,,,,,2,1,2,2,1,8
2018-WMUCC,M-X,2018-07-31,9:30,6,Normal,Group,A4 vs A5,Grey BH,Bingo & Chill,,,,,,2,2,2,3,2,11
2018-WMUCC,M-X,2018-07-31,9:30,6,Normal,Group,A4 vs A5,Bingo & Chill,Grey BH,,,,,,3,2,3,3,2,13
2018-WMUCC,M-X,2018-07-31,9:30,7,Normal,Group,A3 vs A1,UPAARP,Woodies,,,,,,2,2,2,3,3,12
2018-WMUCC,M-X,2018-07-31,9:30,7,Normal,Group,A3 vs A1,Woodies,UPAARP,,,,,,2,2,3,2,3,12
2018-WMUCC,M-X,2018-07-31,9:30,8,Normal,Group,C4 vs C5,Banana Cream Pie,Medellin,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-07-31,9:30,8,Normal,Group,C4 vs C5,Medellin,Banana Cream Pie,,,,,,2,1,2,2,2,9
2018-WMUCC,M-X,2018-07-31,9:30,9,Normal,Group,D1 vs D3,Hey Babe,San Francisco Bridge Club,,,,,,2,0,2,2,2,8
2018-WMUCC,M-X,2018-07-31,9:30,9,Normal,Group,D1 vs D3,San Francisco Bridge Club,Hey Babe,,,,,,2,2,2,1,1,8
2018-WMUCC,GM-M,2018-07-31,9:30,10,Normal,Group,B1 vs B4,Tombstone,Shadows,,,,,,3,2,2,4,2,13
2018-WMUCC,GM-M,2018-07-31,9:30,10,Normal,Group,B1 vs B4,Shadows,Tombstone,,,,,,2,2,2,2,3,11
2018-WMUCC,M-X,2018-07-31,9:30,11,Normal,Group,B3 va B1,Mastadon,Members Only,,,,,,2,1,2,3,2,10
2018-WMUCC,M-X,2018-07-31,9:30,11,Normal,Group,B3 vs B1,Members Only,Mastadon,,,,,,2,2,2,2,2,10
2018-WMUCC,GM-M,2018-07-31,9:30,12,Normal,Group,B5 vs B8,Grand Masters of the Universe,TRex,,,,,,3,2,3,2,2,12
2018-WMUCC,GM-M,2018-07-31,9:30,12,Normal,Group,B5 vs B8,TRex,Grand Masters of the Universe,,,,,,2,2,2,2,2,10
2018-WMUCC,GM-M,2018-07-31,9:30,13,Normal,Group,B6 vs B7,KalaKala,UP-Korea,,,,,,2,3,3,3,2,13
2018-WMUCC,GM-M,2018-07-31,9:30,13,Normal,Group,B6 vs B7,UP-Korea,KalaKala,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-07-31,9:30,14,Normal,Group,D6 vs D2,Penguin Village,UFO,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-07-31,9:30,14,Normal,Group,D6 vs D2,UFO,Penguin Village,,,,,,2,1,2,3,3,11
2018-WMUCC,GM-M,2018-07-31,9:30,15,Normal,Group,A7 vs A5,Grave Britain,Big Bombers,,,,,,2,2,3,3,3,13
