Event,Division,Date,Time,Field #,Field,Stage,Game Detail,Team,Opponent,Goals,Offence Time,Offence Goals,TOs,Spirit TOs,Rules,Fouls,Fair,Pos,Comm,Total
2018-WMUCC,GM-M,2018-07-31,9:30,15,Normal,Group,A7 vs A5,Big Bombers,Grave Britain,,,,,,2,1,2,2,3,10
2018-WMUCC,GM-M,2018-07-31,9:30,16,Normal,Group,A2 vs A3,Get Off My Lawn,Figjam,,,,,,2,2,3,3,2,12
2018-WMUCC,M-M,2018-07-31,9:30,16,Normal,Group,A2 vs A3,Figjam,Get Off My Lawn,,,,,,2,2,3,2,2,11
2018-WMUCC,M-M,2018-07-31,11:30,1,Normal,Group,B4 vs B5,Queen City Kings,Raging Bananas,,,,,,2,3,3,2,2,12
2018-WMUCC,M-M,2018-07-31,11:30,1,Normal,Group,B4 vs B5,Raging Bananas,Queen City Kings,,,,,,2,1,3,2,3,11
2018-WMUCC,M-M,2018-07-31,11:30,2,Normal,Group,C3 va C1,Men’s Masters Colombia,Rest Stop,,,,,,2,1,2,2,2,9
2018-WMUCC,M-M,2018-07-31,11:30,2,Normal,Group,C3 vs C1,Rest Stop,Men’s Masters Colombia,,,,,,2,2,2,4,3,13
2018-WMUCC,M-W,2018-07-31,11:30,3,Normal,Group,A1 vs A6,Vintage,Quasar,,,,,,1,1,1,2,2,7
2018-WMUCC,M-W,2018-07-31,11:30,3,Normal,Group,A1 vs A6,Quasar,Vintage,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-07-31,11:30,4,Normal,Group,B2 vs B3,Mu-Syozoku,lowercase,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-07-31,11:30,4,Normal,Group,B2 vs B3,lowercase,Mu-Syozoku,,,,,,2,3,2,3,2,12
2018-WMUCC,M-M,2018-07-31,11:30,5,Normal,Group,D4 vs D5,Best Before,OUCH,,,,,,2,3,3,3,2,13
2018-WMUCC,M-M,2018-07-31,11:30,5,Normal,Group,D4 vs D5,OUCH,Best Before,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-07-31,11:30,6,Normal,Group,A2 vs A5,SUN,Men’s Masters Mexico,,,,,,2,2,3,3,2,12
2018-WMUCC,M-M,2018-07-31,11:30,6,Normal,Group,A2 vs A5,Men’s Masters Mexico,SUN,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-07-31,11:30,7,Normal,Group,A3 vs A1,Johnny Encore,Torque,,,,,,2,2,3,2,2,11
2018-WMUCC,M-M,2018-07-31,11:30,7,Normal,Group,A3 vs A1,Torque,Johnny Encore,,,,,,1,2,3,3,3,12
2018-WMUCC,M-M,2018-07-31,11:30,8,Normal,Group,C4 vs C5,Crawl,Carbon,,,,,,2,2,3,3,2,12
2018-WMUCC,M-M,2018-07-31,11:30,8,Normal,Group,C4 vs C5,Carbon,Crawl,,,,,,2,2,3,3,2,12
2018-WMUCC,M-M,2018-07-31,11:30,9,Normal,Group,B3 va B1,Boneyard,NSOM,,,,,,2,2,3,3,2,12
2018-WMUCC,M-M,2018-07-31,11:30,9,Normal,Group,B3 vs B1,NSOM,Boneyard,,,,,,2,3,3,3,3,14
2018-WMUCC,M-W,2018-07-31,11:30,10,Normal,Group,B1 vs B4,Surly COUGARS,Molly Grey,,,,,,2,1,2,2,2,9
2018-WMUCC,M-W,2018-07-31,11:30,10,Normal,Group,B1 vs B4,Molly Grey,Surly COUGARS,,,,,,3,1,2,2,1,9
2018-WMUCC,M-M,2018-07-31,11:30,11,Normal,Group,D1 vs D3,All Bashed Out,DUFF Stout,,,,,,2,3,3,3,2,13
2018-WMUCC,M-M,2018-07-31,11:30,11,Normal,Group,D1 vs D3,DUFF Stout,All Bashed Out,,,,,,2,2,3,3,3,13
2018-WMUCC,M-W,2018-07-31,11:30,12,Normal,Group,B5 vs B8,Mint,Eclipse,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-07-31,11:30,12,Normal,Group,B5 vs B8,Eclipse,Mint,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-07-31,11:30,13,Normal,Group,B6 vs B7,Silver Foxes,Thrift Shop,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-07-31,11:30,13,Normal,Group,B6 vs B7,Thrift Shop,Silver Foxes,,,,,,2,3,2,3,2,12
2018-WMUCC,M-M,2018-07-31,11:30,14,Normal,Group,D6 vs D2,Iron Crow,Osaka Kings,,,,,,2,2,3,3,3,13
2018-WMUCC,M-M,2018-07-31,11:30,14,Normal,Group,D6 vs D2,Osaka Kings,Iron Crow,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-07-31,11:30,15,Normal,Group,A7 vs A5,Loose Cannon,Samsui,,,,,,3,2,3,2,2,12
2018-WMUCC,M-W,2018-07-31,11:30,15,Normal,Group,A7 vs A5,Samsui,Loose Cannon,,,,,,1,2,2,2,1,8
2018-WMUCC,M-W,2018-07-31,11:30,16,Normal,Group,A2 vs A3,Ripe,iRot,,,,,,2,2,1,2,3,10
2018-WMUCC,M-W,2018-07-31,11:30,16,Normal,Group,A2 vs A3,iRot,Ripe,,,,,,1,2,3,2,2,10
2018-WMUCC,GM-M,2018-07-31,14:00,1,Normal,Group,B1 vs B5,Grand Masters of the Universe,Tombstone,,,,,,2,2,3,2,3,12
2018-WMUCC,GM-M,2018-07-31,14:00,1,Normal,Group,B1 vs B5,Tombstone,Grand Masters of the Universe,,,,,,2,2,2,3,2,11
2018-WMUCC,M-X,2018-07-31,14:00,2,Normal,Group,D6 vs D4,UFO,2600,,,,,,2,2,3,2,3,12
2018-WMUCC,M-X,2018-07-31,14:00,2,Normal,Group,D6 vs D4,2600,UFO,,,,,,1,1,2,2,2,8
2018-WMUCC,M-X,2018-07-31,14:00,3,Normal,Group,C4 vs C2,Banana Cream Pie,Uknighted,,,,,,2,1,2,3,2,10
2018-WMUCC,M-X,2018-07-31,14:00,3,Normal,Group,C4 vs C2,Uknighted,Banana Cream Pie,,,,,,1,2,1,2,2,8
2018-WMUCC,M-X,2018-07-31,14:00,4,Normal,Group,D1 vs D5,Hey Babe,Masala Magic,,,,,,3,2,2,3,3,13
2018-WMUCC,M-X,2018-07-31,14:00,4,Normal,Group,D1 vs D5,Masala Magic,Hey Babe,,,,,,2,2,2,3,2,11
2018-WMUCC,GM-M,2018-07-31,14:00,5,Normal,Group,A2 vs A7,Big Bombers,Figjam,,,,,,1,2,2,2,2,9
2018-WMUCC,M-M,2018-07-31,14:00,5,Normal,Group,A2 vs A7,Figjam,Big Bombers,,,,,,2,2,2,3,2,11
2018-WMUCC,GM-M,2018-07-31,14:00,6,Normal,Group,A6 vs A3,Reckon,Get Off My Lawn,,,,,,2,3,2,3,2,12
2018-WMUCC,GM-M,2018-07-31,14:00,6,Normal,Group,A6 vs A3,Get Off My Lawn,Reckon,,,,,,2,2,3,3,2,12
2018-WMUCC,GM-M,2018-07-31,14:00,7,Normal,Group,A4 vs A5,Shutdown,Grave Britain,,,,,,2,3,4,3,2,14
2018-WMUCC,GM-M,2018-07-31,14:00,7,Normal,Group,A4 vs A5,Grave Britain,Shutdown,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-07-31,14:00,8,Normal,Group,B4 vs B2,Aoteaora Eh,Wasabi,,,,,,2,2,3,3,3,13
2018-WMUCC,M-X,2018-07-31,14:00,8,Normal,Group,B4 vs B2,Wasabi,Aoteaora Eh,,,,,,2,2,2,3,3,12
2018-WMUCC,M-X,2018-07-31,14:00,9,Normal,Group,B5 vs B3,Mastadon,Spectrum,,,,,,2,2,2,3,2,11
2018-WMUCC,M-X,2018-07-31,14:00,9,Normal,Group,B5 vs B3,Spectrum,Mastadon,,,,,,2,1,2,3,3,11
2018-WMUCC,GM-M,2018-07-31,14:00,10,Normal,Group,B3 vs B7,Beers,UP-Korea,,,,,,2,2,2,2,2,10
2018-WMUCC,GM-M,2018-07-31,14:00,10,Normal,Group,B3 vs B7,UP-Korea,Beers,,,,,,1,2,2,3,2,10
2018-WMUCC,M-X,2018-07-31,14:00,11,Normal,Group,D2 vs D3,Penguin Village,San Francisco Bridge Club,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-07-31,14:00,11,Normal,Group,D2 vs D3,San Francisco Bridge Club,Penguin Village,,,,,,3,3,3,3,4,16
2018-WMUCC,GM-M,2018-07-31,14:00,12,Normal,Group,B4 vs B8,Shadows,TRex,,,,,,2,3,4,4,3,16
2018-WMUCC,GM-M,2018-07-31,14:00,12,Normal,Group,B4 vs B8,TRex,Shadows,,,,,,2,1,2,2,2,9
2018-WMUCC,M-X,2018-07-31,14:00,14,Normal,Group,A5 vs A3,Bingo & Chill,Woodies,,,,,,2,1,2,1,2,8
2018-WMUCC,M-X,2018-07-31,14:00,14,Normal,Group,A5 vs A3,Woodies,Bingo & Chill,,,,,,1,3,2,3,2,11
2018-WMUCC,GM-M,2018-07-31,14:00,15,Normal,Group,B2 vs B6,Johnny Walker,KalaKala,,,,,,2,2,2,2,2,10
2018-WMUCC,GM-M,2018-07-31,14:00,15,Normal,Group,B2 vs B6,KalaKala,Johnny Walker,,,,,,1,1,1,2,1,6
2018-WMUCC,M-X,2018-07-31,14:00,16,Normal,Group,C5 vs C3,Medellin,Molasses Disaster,,,,,,2,0,2,2,2,8
2018-WMUCC,M-X,2018-07-31,14:00,16,Normal,Group,C5 vs C3,Molasses Disaster,Medellin,,,,,,2,2,2,3,4,13
2018-WMUCC,M-W,2018-07-31,16:00,1,Normal,Group,B1 vs B5,Surly COUGARS,Eclipse,,,,,,1,2,1,3,2,9
2018-WMUCC,M-W,2018-07-31,16:00,1,Normal,Group,B1 vs B5,Eclipse,Surly COUGARS,,,,,,2,1,2,2,1,8
2018-WMUCC,M-M,2018-07-31,16:00,2,Normal,Group,D6 vs D4,Best Before,Iron Crow,,,,,,2,2,2,1,2,9
2018-WMUCC,M-M,2018-07-31,16:00,2,Normal,Group,D6 vs D4,Iron Crow,Best Before,,,,,,1,1,1,1,2,6
2018-WMUCC,M-M,2018-07-31,16:00,3,Normal,Group,C4 vs C2,Wolpertinger,Crawl,,,,,,1,2,3,2,3,11
2018-WMUCC,M-M,2018-07-31,16:00,3,Normal,Group,C4 vs C2,Crawl,Wolpertinger,,,,,,2,2,3,3,3,13
2018-WMUCC,M-M,2018-07-31,16:00,4,Normal,Group,D1 vs D5,All Bashed Out,OUCH,,,,,,2,3,3,4,2,14
2018-WMUCC,M-M,2018-07-31,16:00,4,Normal,Group,D1 vs D5,OUCH,All Bashed Out,,,,,,2,3,2,3,2,12
2018-WMUCC,M-W,2018-07-31,16:00,5,Normal,Group,A2 vs A7,Ripe,Samsui,,,,,,3,2,2,3,3,13
2018-WMUCC,M-W,2018-07-31,16:00,5,Normal,Group,A2 vs A7,Samsui,Ripe,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-07-31,16:00,6,Normal,Group,A6 vs A3,Quasar,iRot,,,,,,2,2,2,3,2,11
2018-WMUCC,M-W,2018-07-31,16:00,6,Normal,Group,A6 vs A3,iRot,Quasar,,,,,,2,2,2,2,1,9
2018-WMUCC,M-W,2018-07-31,16:00,7,Normal,Group,A4 vs A5,Dyna,Loose Cannon,,,,,,2,1,2,2,1,8
2018-WMUCC,M-W,2018-07-31,16:00,7,Normal,Group,A4 vs A5,Loose Cannon,Dyna,,,,,,1,2,2,1,1,7
2018-WMUCC,M-M,2018-07-31,16:00,8,Normal,Group,B4 vs B2,Raging Bananas,Surly,,,,,,2,2,3,3,2,12
2018-WMUCC,M-M,2018-07-31,16:00,8,Normal,Group,B4 vs B2,Surly,Raging Bananas,,,,,,2,3,3,4,2,14
2018-WMUCC,M-M,2018-07-31,16:00,9,Normal,Group,B5 vs B3,Boneyard,Queen City Kings,,,,,,2,2,2,3,2,11
2018-WMUCC,M-M,2018-07-31,16:00,9,Normal,Group,B5 vs B3,Queen City Kings,Boneyard,,,,,,3,2,2,2,2,11
2018-WMUCC,M-W,2018-07-31,16:00,10,Normal,Group,B4 vs B8,Mint,Molly Grey,,,,,,2,1,2,2,1,8
2018-WMUCC,M-W,2018-07-31,16:00,10,Normal,Group,B4 vs B8,Molly Grey,Mint,,,,,,2,2,2,3,2,11
2018-WMUCC,M-M,2018-07-31,16:00,11,Normal,Group,D2 vs D3,DUFF Stout,Osaka Kings,,,,,,1,2,2,2,3,10
2018-WMUCC,M-M,2018-07-31,16:00,11,Normal,Group,D2 vs D3,Osaka Kings,DUFF Stout,,,,,,2,3,3,2,2,12
2018-WMUCC,M-W,2018-07-31,16:00,12,Normal,Group,B2 vs B6,Mu-Syozoku,Silver Foxes,,,,,,2,2,3,3,3,13
2018-WMUCC,M-W,2018-07-31,16:00,12,Normal,Group,B2 vs B6,Silver Foxes,Mu-Syozoku,,,,,,2,3,2,3,2,12
2018-WMUCC,M-M,2018-07-31,16:00,13,Normal,Group,A4 vs A5,Quantum,Men’s Masters Mexico,,,,,,2,2,3,3,2,12
2018-WMUCC,M-M,2018-07-31,16:00,13,Normal,Group,A4 vs A5,Men’s Masters Mexico,Quantum,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-07-31,16:00,15,Normal,Group,B3 vs B7,Thrift Shop,lowercase,,,,,,2,1,2,2,2,9
2018-WMUCC,M-W,2018-07-31,16:00,15,Normal,Group,B3 vs B7,lowercase,Thrift Shop,,,,,,2,2,2,3,2,11
2018-WMUCC,M-M,2018-07-31,16:00,16,Normal,Group,C5 vs C3,Men’s Masters Colombia,Carbon,,,,,,2,2,3,3,2,12
2018-WMUCC,M-M,2018-07-31,16:00,16,Normal,Group,C5 vs C3,Carbon,Men’s Masters Colombia,,,,,,2,2,3,3,3,13
2018-WMUCC,M-X,2018-07-31,19:00,Arena,Showcase,Group,A4 vs A2,Fine Wine,Grey BH,,,,,,2,3,2,3,2,12
2018-WMUCC,M-X,2018-07-31,19:00,Arena,Showcase,Group,A4 vs A2,Grey BH,Fine Wine,,,,,,2,2,3,3,2,12
2018-WMUCC,M-M,2018-08-01,9:30,1,Normal,Group,A1 vs A2,Johnny Encore,SUN,,,,,,2,2,3,1,2,10
2018-WMUCC,M-M,2018-08-01,9:30,1,Normal,Group,A1 vs A2,SUN,Johnny Encore,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-08-01,9:30,2,Normal,Group,A3 vs A4,Quantum,Torque,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-08-01,9:30,2,Normal,Group,A3 vs A4,Torque,Quantum,,,,,,2,1,2,1,2,8
2018-WMUCC,M-W,2018-08-01,9:30,3,Normal,Group,B1 vs B2,Surly COUGARS,Mu-Syozoku,,,,,,3,2,4,4,3,16
2018-WMUCC,M-W,2018-08-01,9:30,3,Normal,Group,B1 vs B2,Mu-Syozoku,Surly COUGARS,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-08-01,9:30,4,Normal,Group,B7 vs B8,Thrift Shop,Mint,,,,,,1,1,2,2,2,8
2018-WMUCC,M-W,2018-08-01,9:30,4,Normal,Group,B7 vs B8,Mint,Thrift Shop,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-08-01,9:30,5,Normal,Group,B1 vs B2,NSOM,Surly,,,,,,2,2,2,2,3,11
2018-WMUCC,M-M,2018-08-01,9:30,5,Normal,Group,B1 vs B2,Surly,NSOM,,,,,,2,1,3,2,3,11
2018-WMUCC,M-M,2018-08-01,9:30,6,Normal,Group,B3 vs B4,Boneyard,Raging Bananas,,,,,,2,3,3,3,2,13
2018-WMUCC,M-M,2018-08-01,9:30,6,Normal,Group,B3 vs B4,Raging Bananas,Boneyard,,,,,,2,3,3,3,2,13
2018-WMUCC,M-M,2018-08-01,9:30,7,Normal,Group,D1 vs D2,All Bashed Out,Osaka Kings,,,,,,2,2,2,2,3,11
2018-WMUCC,M-M,2018-08-01,9:30,7,Normal,Group,D1 vs D2,Osaka Kings,All Bashed Out,,,,,,2,2,2,3,2,11
2018-WMUCC,M-M,2018-08-01,9:30,8,Normal,Group,D3 vs D4,Best Before,DUFF Stout,,,,,,2,3,2,3,2,12
2018-WMUCC,M-M,2018-08-01,9:30,8,Normal,Group,D3 vs D4,DUFF Stout,Best Before,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-08-01,9:30,9,Normal,Group,D5 vs D6,OUCH,Iron Crow,,,,,,2,2,2,2,3,11
2018-WMUCC,M-M,2018-08-01,9:30,9,Normal,Group,D5 vs D6,Iron Crow,OUCH,,,,,,2,2,3,3,3,13
2018-WMUCC,M-W,2018-08-01,9:30,10,Normal,Group,A6 vs A7,Quasar,Samsui,,,,,,2,1,2,2,3,10
2018-WMUCC,M-W,2018-08-01,9:30,10,Normal,Group,A6 vs A7,Samsui,Quasar,,,,,,2,1,1,2,2,8
2018-WMUCC,M-W,2018-08-01,9:30,11,Normal,Group,A4 vs A2,Ripe,Dyna,,,,,,2,1,1,2,2,8
2018-WMUCC,M-W,2018-08-01,9:30,11,Normal,Group,A4 vs A2,Dyna,Ripe,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-08-01,9:30,12,Normal,Group,A3 vs A1,iRot,Vintage,,,,,,3,2,3,2,3,13
2018-WMUCC,M-W,2018-08-01,9:30,12,Normal,Group,A3 vs A1,Vintage,iRot,,,,,,2,2,2,3,3,12
2018-WMUCC,M-W,2018-08-01,9:30,13,Normal,Group,B5 vs B6,Silver Foxes,Eclipse,,,,,,2,2,2,2,3,11
2018-WMUCC,M-W,2018-08-01,9:30,13,Normal,Group,B5 vs B6,Eclipse,Silver Foxes,,,,,,2,2,3,2,2,11
2018-WMUCC,M-W,2018-08-01,9:30,14,Normal,Group,B3 vs B4,Molly Grey,lowercase,,,,,,2,1,2,2,2,9
2018-WMUCC,M-W,2018-08-01,9:30,14,Normal,Group,B3 vs B4,lowercase,Molly Grey,,,,,,1,2,3,3,3,12
2018-WMUCC,M-M,2018-08-01,9:30,15,Normal,Group,C1 vs C2,Rest Stop,Wolpertinger,,,,,,2,2,2,3,3,12
2018-WMUCC,M-M,2018-08-01,9:30,15,Normal,Group,C1 vs C2,Wolpertinger,Rest Stop,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-08-01,9:30,16,Normal,Group,C3 vs C4,Men’s Masters Colombia,Crawl,,,,,,1,2,3,3,2,11
2018-WMUCC,M-M,2018-08-01,9:30,16,Normal,Group,C3 vs C4,Crawl,Men’s Masters Colombia,,,,,,2,3,3,4,3,15
2018-WMUCC,M-X,2018-08-01,11:30,1,Normal,Group,A1 vs A2,UPAARP,Fine Wine,,,,,,1,1,2,3,2,9
2018-WMUCC,M-X,2018-08-01,11:30,1,Normal,Group,A1 vs A2,Fine Wine,UPAARP,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-08-01,11:30,2,Normal,Group,A3 vs A4,Woodies,Grey BH,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-08-01,11:30,2,Normal,Group,A3 vs A4,Grey BH,Woodies,,,,,,2,2,2,3,3,12
2018-WMUCC,GM-M,2018-08-01,11:30,3,Normal,Group,B1 vs B2,Tombstone,Johnny Walker,,,,,,2,2,1,2,2,9
2018-WMUCC,GM-M,2018-08-01,11:30,3,Normal,Group,B1 vs B2,Johnny Walker,Tombstone,,,,,,2,1,1,2,2,8
2018-WMUCC,GM-M,2018-08-01,11:30,4,Normal,Group,B7 vs B8,UP-Korea,TRex,,,,,,2,3,3,4,3,15
2018-WMUCC,GM-M,2018-08-01,11:30,4,Normal,Group,B7 vs B8,TRex,UP-Korea,,,,,,2,3,3,4,2,14
2018-WMUCC,M-X,2018-08-01,11:30,5,Normal,Group,B1 vs B2,Members Only,Wasabi,,,,,,2,3,2,4,2,13
2018-WMUCC,M-X,2018-08-01,11:30,5,Normal,Group,B1 vs B2,Wasabi,Members Only,,,,,,2,2,2,3,3,12
2018-WMUCC,M-X,2018-08-01,11:30,6,Normal,Group,B3 vs B4,Mastadon,Aoteaora Eh,,,,,,2,2,2,3,3,12
2018-WMUCC,M-X,2018-08-01,11:30,6,Normal,Group,B3 vs B4,Aoteaora Eh,Mastadon,,,,,,2,2,2,3,2,11
2018-WMUCC,M-X,2018-08-01,11:30,7,Normal,Group,D1 vs D2,Hey Babe,Penguin Village,,,,,,2,2,3,2,3,12
2018-WMUCC,M-X,2018-08-01,11:30,7,Normal,Group,D1 vs D2,Penguin Village,Hey Babe,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-08-01,11:30,8,Normal,Group,D3 vs D4,San Francisco Bridge Club,2600,,,,,,3,2,2,3,3,13
2018-WMUCC,M-X,2018-08-01,11:30,8,Normal,Group,D3 vs D4,2600,San Francisco Bridge Club,,,,,,2,2,2,3,3,12
2018-WMUCC,M-X,2018-08-01,11:30,9,Normal,Group,D5 vs D6,Masala Magic,UFO,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-08-01,11:30,9,Normal,Group,D5 vs D6,UFO,Masala Magic,,,,,,2,3,2,3,3,13
2018-WMUCC,GM-M,2018-08-01,11:30,10,Normal,Group,A6 vs A7,Reckon,Big Bombers,,,,,,2,3,2,3,2,12
2018-WMUCC,GM-M,2018-08-01,11:30,10,Normal,Group,A6 vs A7,Big Bombers,Reckon,,,,,,2,2,2,2,3,11
2018-WMUCC,GM-M,2018-08-01,11:30,11,Normal,Group,A4 vs A2,Shutdown,Figjam,,,,,,1,2,2,2,3,10
2018-WMUCC,M-M,2018-08-01,11:30,11,Normal,Group,A4 vs A2,Figjam,Shutdown,,,,,,1,2,2,2,3,10
2018-WMUCC,GM-M,2018-08-01,11:30,12,Normal,Group,A3 vs A1,Surly GM,Get Off My Lawn,,,,,,2,3,2,3,2,12
2018-WMUCC,GM-M,2018-08-01,11:30,12,Normal,Group,A3 vs A1,Get Off My Lawn,Surly GM,,,,,,2,2,2,3,3,12
2018-WMUCC,M-X,2018-08-01,11:30,13,Normal,Group,C1 vs C2,512,Uknighted,,,,,,3,2,2,3,2,12
2018-WMUCC,M-X,2018-08-01,11:30,13,Normal,Group,C1 vs C2,Uknighted,512,,,,,,2,2,2,3,2,11
2018-WMUCC,GM-M,2018-08-01,11:30,14,Normal,Group,B3 vs B4,Beers,Shadows,,,,,,3,3,3,3,2,14
2018-WMUCC,GM-M,2018-08-01,11:30,14,Normal,Group,B3 vs B4,Shadows,Beers,,,,,,2,3,4,4,3,16
2018-WMUCC,GM-M,2018-08-01,11:30,15,Normal,Group,B5 vs B6,Grand Masters of the Universe,KalaKala,,,,,,4,2,3,2,2,13
2018-WMUCC,GM-M,2018-08-01,11:30,15,Normal,Group,B5 vs B6,KalaKala,Grand Masters of the Universe,,,,,,2,1,2,3,2,10
2018-WMUCC,M-X,2018-08-01,11:30,16,Normal,Group,C3 vs C4,Molasses Disaster,Banana Cream Pie,,,,,,2,3,3,3,3,14
2018-WMUCC,M-X,2018-08-01,11:30,16,Normal,Group,C3 vs C4,Banana Cream Pie,Molasses Disaster,,,,,,2,2,2,3,2,11
