Event,Division,Date,Time,Field #,Field,Stage,Game Detail,Team,Opponent,Goals,Offence Time,Offence Goals,TOs,Spirit TOs,Rules,Fouls,Fair,Pos,Comm,Total
2018-WMUCC,M-W,2018-08-02,14:00,14,Normal,Group,B1 vs A4,Vintage,Mu-Syozoku,,,,,,2,2,2,3,2,11
2018-WMUCC,M-W,2018-08-02,14:00,15,Normal,Group,A6 vs B7,Loose Cannon,Mint,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-08-02,14:00,15,Normal,Group,A6 vs B7,Mint,Loose Cannon,,,,,,2,2,2,2,1,9
2018-WMUCC,M-W,2018-08-02,14:00,16,Normal,Group,B6 vs A7,Samsui,Eclipse,,,,,,2,2,2,3,2,11
2018-WMUCC,M-W,2018-08-02,14:00,16,Normal,Group,B6 vs A7,Eclipse,Samsui,,,,,,2,2,2,3,2,11
2018-WMUCC,M-W,2018-08-02,14:00,18,Normal,Group,B8 vs A5,Quasar,Thrift Shop,,,,,,1,1,2,2,2,8
2018-WMUCC,M-W,2018-08-02,14:00,18,Normal,Group,B8 vs A5,Thrift Shop,Quasar,,,,,,1,0,1,2,2,6
2018-WMUCC,GM-M,2018-08-02,16:00,3,Normal,Group,A1 vs B4,Surly GM,Grand Masters of the Universe,,,,,,2,3,3,3,2,13
2018-WMUCC,GM-M,2018-08-02,16:00,3,Normal,Group,A1 vs B4,Grand Masters of the Universe,Surly GM,,,,,,2,3,2,2,3,12
2018-WMUCC,GM-M,2018-08-02,16:00,4,Normal,Group,A3 vs B2,Reckon,Tombstone,,,,,,3,2,2,2,2,11
2018-WMUCC,GM-M,2018-08-02,16:00,4,Normal,Group,A3 vs B2,Tombstone,Reckon,,,,,,3,3,3,3,2,14
2018-WMUCC,M-X,2018-08-02,16:00,5,Normal,Placement,Placement Games 13-15,Banana Cream Pie,Wasabi,,,,,,2,3,2,3,4,14
2018-WMUCC,M-X,2018-08-02,16:00,5,Normal,Placement,Placement Games 13-15,Wasabi,Banana Cream Pie,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-08-02,16:00,6,Normal,Placement,Bottom 5 Round Robin,Spectrum,Uknighted,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-08-02,16:00,6,Normal,Placement,Bottom 5 Round Robin,Uknighted,Spectrum,,,,,,2,2,3,3,3,13
2018-WMUCC,M-X,2018-08-02,16:00,7,Normal,Playoff,Consolation SF 1,Bingo & Chill,UFO,,,,,,2,1,2,2,2,9
2018-WMUCC,M-X,2018-08-02,16:00,7,Normal,Playoff,Consolation SF 1,UFO,Bingo & Chill,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-08-02,16:00,8,Normal,Playoff,Consolation SF2,Hey Babe,Penguin Village,,,,,,2,3,3,3,2,13
2018-WMUCC,M-X,2018-08-02,16:00,8,Normal,Playoff,Consolation SF2,Penguin Village,Hey Babe,,,,,,1,2,2,2,2,9
2018-WMUCC,M-X,2018-08-02,16:00,11,Normal,Placement,Bottom 5 Round Robin,2600,Medellin,,,,,,2,3,2,3,2,12
2018-WMUCC,M-X,2018-08-02,16:00,11,Normal,Placement,Bottom 5 Round Robin,Medellin,2600,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-08-02,16:00,12,Normal,Placement,Bottom 5 Round Robin,Masala Magic,Grey BH,,,,,,2,3,3,3,2,13
2018-WMUCC,M-X,2018-08-02,16:00,12,Normal,Placement,Bottom 5 Round Robin,Grey BH,Masala Magic,,,,,,2,2,3,3,2,12
2018-WMUCC,GM-M,2018-08-02,16:00,13,Normal,Group,B3 vs A2,Shadows,Figjam,,,,,,2,2,3,3,2,12
2018-WMUCC,M-M,2018-08-02,16:00,13,Normal,Group,B3 vs A2,Figjam,Shadows,,,,,,2,2,2,2,3,11
2018-WMUCC,GM-M,2018-08-02,16:00,14,Normal,Group,B1 vs A4,Johnny Walker,Shutdown,,,,,,3,2,2,3,3,13
2018-WMUCC,GM-M,2018-08-02,16:00,14,Normal,Group,B1 vs A4,Shutdown,Johnny Walker,,,,,,1,0,2,2,2,7
2018-WMUCC,GM-M,2018-08-02,16:00,15,Normal,Group,A6 vs B7,Grave Britain,TRex,,,,,,2,2,3,3,2,12
2018-WMUCC,GM-M,2018-08-02,16:00,15,Normal,Group,A6 vs B7,TRex,Grave Britain,,,,,,3,2,2,3,4,14
2018-WMUCC,GM-M,2018-08-02,16:00,16,Normal,Group,B6 vs A7,Beers,Big Bombers,,,,,,2,2,2,3,3,12
2018-WMUCC,GM-M,2018-08-02,16:00,16,Normal,Group,B6 vs A7,Big Bombers,Beers,,,,,,1,1,2,3,2,9
2018-WMUCC,GM-M,2018-08-02,16:00,18,Normal,Group,B8 vs A5,Get Off My Lawn,UP-Korea,,,,,,2,2,2,3,3,12
2018-WMUCC,GM-M,2018-08-02,16:00,18,Normal,Group,B8 vs A5,UP-Korea,Get Off My Lawn,,,,,,3,2,3,3,3,14
2018-WMUCC,M-X,2018-08-02,19:00,Arena,Showcase,Playoff,QF 2,San Francisco Bridge Club,Mastadon,,,,,,3,3,4,4,3,17
2018-WMUCC,M-X,2018-08-02,19:00,Arena,Showcase,Playoff,QF 2,Mastadon,San Francisco Bridge Club,,,,,,1,2,2,3,2,10
2018-WMUCC,M-M,2018-08-03,9:30,1,Normal,Playoff,SF 1,Johnny Encore,All Bashed Out,,,,,,2,2,3,1,2,10
2018-WMUCC,M-M,2018-08-03,9:30,1,Normal,Playoff,SF 1,All Bashed Out,Johnny Encore,,,,,,2,2,3,3,3,13
2018-WMUCC,M-X,2018-08-03,9:30,2,Normal,Placement,Placement Games 5-8,Mastadon,UPAARP,,,,,,1,2,2,2,1,8
2018-WMUCC,M-X,2018-08-03,9:30,2,Normal,Placement,Placement Games 5-8,UPAARP,Mastadon,,,,,,2,3,2,2,2,11
2018-WMUCC,M-W,2018-08-03,9:30,3,Normal,Playoff,SF 1,Dyna,iRot,,,,,,2,2,3,3,2,12
2018-WMUCC,M-W,2018-08-03,9:30,3,Normal,Playoff,SF 1,iRot,Dyna,,,,,,2,2,2,3,2,11
2018-WMUCC,M-W,2018-08-03,9:30,4,Normal,Playoff,SF 2,Ripe,Mu-Syozoku,,,,,,3,3,3,3,2,14
2018-WMUCC,M-W,2018-08-03,9:30,4,Normal,Playoff,SF 2,Mu-Syozoku,Ripe,,,,,,2,2,2,2,3,11
2018-WMUCC,M-M,2018-08-03,9:30,5,Normal,Placement,Consolation Final,Best Before,Crawl,,,,,,2,3,2,3,3,13
2018-WMUCC,M-M,2018-08-03,9:30,5,Normal,Placement,Consolation Final,Crawl,Best Before,,,,,,2,2,3,3,3,13
2018-WMUCC,M-M,2018-08-03,9:30,6,Normal,Placement,11th,Men’s Masters Colombia,Osaka Kings,,,,,,2,3,3,3,3,14
2018-WMUCC,M-M,2018-08-03,9:30,6,Normal,Placement,11th,Osaka Kings,Men’s Masters Colombia,,,,,,2,3,3,4,4,16
2018-WMUCC,M-M,2018-08-03,9:30,7,Normal,Placement,15th,Quantum,Queen City Kings,,,,,,2,1,2,2,2,9
2018-WMUCC,M-M,2018-08-03,9:30,7,Normal,Placement,15th,Queen City Kings,Quantum,,,,,,2,1,2,2,2,9
2018-WMUCC,M-M,2018-08-03,9:30,8,Normal,Placement,13th,Carbon,Iron Crow,,,,,,2,3,3,2,2,12
2018-WMUCC,M-M,2018-08-03,9:30,8,Normal,Placement,13th,Iron Crow,Carbon,,,,,,2,3,3,2,2,12
2018-WMUCC,M-M,2018-08-03,9:30,9,Normal,Placement,Bottom 5 Round Robin,Raging Bananas,OUCH,,,,,,2,3,3,4,2,14
2018-WMUCC,M-M,2018-08-03,9:30,9,Normal,Placement,Bottom 5 Round Robin,OUCH,Raging Bananas,,,,,,2,2,3,3,3,13
2018-WMUCC,M-M,2018-08-03,9:30,10,Normal,Placement,Bottom 5 Round Robin,Men’s Masters Mexico,Wolpertinger,,,,,,2,2,2,3,2,11
2018-WMUCC,M-M,2018-08-03,9:30,10,Normal,Placement,Bottom 5 Round Robin,Wolpertinger,Men’s Masters Mexico,,,,,,2,2,2,3,2,11
2018-WMUCC,M-W,2018-08-03,9:30,11,Normal,Placement,Placement Games 5-8,Surly COUGARS,lowercase,,,,,,2,2,1,2,1,8
2018-WMUCC,M-W,2018-08-03,9:30,11,Normal,Placement,Placement Games 5-8,lowercase,Surly COUGARS,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-08-03,9:30,12,Normal,Placement,Placement Games 5-8,Molly Grey,Vintage,,,,,,2,2,2,3,2,11
2018-WMUCC,M-W,2018-08-03,9:30,12,Normal,Placement,Placement Games 5-8,Vintage,Molly Grey,,,,,,1,2,2,3,1,9
2018-WMUCC,M-W,2018-08-03,9:30,13,Normal,Placement,Placement Games 13-15,Samsui,Thrift Shop,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-08-03,9:30,13,Normal,Placement,Placement Games 13-15,Thrift Shop,Samsui,,,,,,2,2,3,3,2,12
2018-WMUCC,M-W,2018-08-03,9:30,14,Normal,Playoff,Consolation SF 1,Silver Foxes,Loose Cannon,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-08-03,9:30,14,Normal,Playoff,Consolation SF 1,Loose Cannon,Silver Foxes,,,,,,3,1,2,2,3,11
2018-WMUCC,M-W,2018-08-03,9:30,15,Normal,Playoff,Consolation SF2,Quasar,Eclipse,,,,,,1,2,2,3,3,11
2018-WMUCC,M-W,2018-08-03,9:30,15,Normal,Playoff,Consolation SF2,Eclipse,Quasar,,,,,,2,2,1,2,2,9
2018-WMUCC,M-M,2018-08-03,9:30,16,Normal,Placement,5th Place Game,Torque,NSOM,,,,,,3,3,3,3,3,15
2018-WMUCC,M-M,2018-08-03,9:30,16,Normal,Placement,5th Place Game,NSOM,Torque,,,,,,3,3,3,3,3,15
2018-WMUCC,M-M,2018-08-03,9:30,18,Normal,Placement,7th Place Game,SUN,Surly,,,,,,2,2,3,2,2,11
2018-WMUCC,M-M,2018-08-03,9:30,18,Normal,Placement,7th Place Game,Surly,SUN,,,,,,2,2,3,3,3,13
2018-WMUCC,M-X,2018-08-03,9:30,19,Normal,Placement,Placement Games 5-8,Woodies,Fine Wine,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-08-03,9:30,19,Normal,Placement,Placement Games 5-8,Fine Wine,Woodies,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-08-03,9:30,Arena,Showcase,Playoff,SF 2,Boneyard,Rest Stop,,,,,,2,3,2,3,2,12
2018-WMUCC,M-M,2018-08-03,9:30,Arena,Showcase,Playoff,SF 2,Rest Stop,Boneyard,,,,,,2,2,2,2,3,11
2018-WMUCC,M-X,2018-08-03,11:30,1,Normal,Playoff,SF 1,Molasses Disaster,San Francisco Bridge Club,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-08-03,11:30,1,Normal,Playoff,SF 1,San Francisco Bridge Club,Molasses Disaster,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-08-03,11:30,2,Normal,Placement,13th,Banana Cream Pie,Uknighted,,,,,,1,2,2,2,1,8
2018-WMUCC,M-X,2018-08-03,11:30,2,Normal,Placement,13th,Uknighted,Banana Cream Pie,,,,,,2,2,2,2,2,10
2018-WMUCC,GM-M,2018-08-03,11:30,3,Normal,Playoff,SF 1,Surly GM,Tombstone,,,,,,2,2,2,2,3,11
2018-WMUCC,GM-M,2018-08-03,11:30,3,Normal,Playoff,SF 1,Tombstone,Surly GM,,,,,,2,2,2,3,2,11
2018-WMUCC,GM-M,2018-08-03,11:30,4,Normal,Playoff,SF 2,Johnny Walker,Shadows,,,,,,2,3,3,3,3,14
2018-WMUCC,GM-M,2018-08-03,11:30,4,Normal,Playoff,SF 2,Shadows,Johnny Walker,,,,,,2,2,2,3,2,11
2018-WMUCC,M-X,2018-08-03,11:30,5,Normal,Placement,Consolation Final,Hey Babe,UFO,,,,,,2,3,3,3,3,14
2018-WMUCC,M-X,2018-08-03,11:30,5,Normal,Placement,Consolation Final,UFO,Hey Babe,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-08-03,11:30,6,Normal,Placement,11th,Bingo & Chill,Penguin Village,,,,,,2,1,1,2,1,7
2018-WMUCC,M-X,2018-08-03,11:30,6,Normal,Placement,11th,Penguin Village,Bingo & Chill,,,,,,2,2,2,1,2,9
2018-WMUCC,M-X,2018-08-03,11:30,7,Normal,Placement,15th,Spectrum,Wasabi,,,,,,4,4,4,4,4,20
2018-WMUCC,M-X,2018-08-03,11:30,7,Normal,Placement,15th,Wasabi,Spectrum,,,,,,2,2,3,4,3,14
2018-WMUCC,M-X,2018-08-03,11:30,9,Normal,Placement,Bottom 5 Round Robin,2600,Aoteaora Eh,,,,,,2,2,2,3,2,11
2018-WMUCC,M-X,2018-08-03,11:30,9,Normal,Placement,Bottom 5 Round Robin,Aoteaora Eh,2600,,,,,,2,2,2,3,2,11
2018-WMUCC,M-X,2018-08-03,11:30,10,Normal,Placement,Bottom 5 Round Robin,Grey BH,Medellin,,,,,,1,2,1,3,2,9
2018-WMUCC,M-X,2018-08-03,11:30,10,Normal,Placement,Bottom 5 Round Robin,Medellin,Grey BH,,,,,,3,2,4,2,2,13
2018-WMUCC,GM-M,2018-08-03,11:30,11,Normal,Placement,Placement Games 5-8,Grand Masters of the Universe,Reckon,,,,,,2,3,3,3,2,13
2018-WMUCC,GM-M,2018-08-03,11:30,11,Normal,Placement,Placement Games 5-8,Reckon,Grand Masters of the Universe,,,,,,2,3,2,3,2,12
2018-WMUCC,GM-M,2018-08-03,11:30,12,Normal,Placement,Placement Games 5-8,Shutdown,Figjam,,,,,,2,3,3,2,3,13
2018-WMUCC,M-M,2018-08-03,11:30,12,Normal,Placement,Placement Games 5-8,Figjam,Shutdown,,,,,,2,2,2,2,2,10
2018-WMUCC,GM-M,2018-08-03,11:30,13,Normal,Placement,Placement Games 13-15,Big Bombers,UP-Korea,,,,,,2,1,2,1,3,9
2018-WMUCC,GM-M,2018-08-03,11:30,13,Normal,Placement,Placement Games 13-15,UP-Korea,Big Bombers,,,,,,2,1,1,1,2,7
2018-WMUCC,GM-M,2018-08-03,11:30,14,Normal,Playoff,Consolation SF 1,KalaKala,TRex,,,,,,2,2,3,3,3,13
2018-WMUCC,GM-M,2018-08-03,11:30,14,Normal,Playoff,Consolation SF 1,TRex,KalaKala,,,,,,2,2,3,3,2,12
2018-WMUCC,GM-M,2018-08-03,11:30,15,Normal,Playoff,Consolation SF2,Beers,Get Off My Lawn,,,,,,2,2,3,4,3,14
2018-WMUCC,GM-M,2018-08-03,11:30,15,Normal,Playoff,Consolation SF2,Get Off My Lawn,Beers,,,,,,2,2,3,4,3,14
2018-WMUCC,M-X,2018-08-03,11:30,Arena,Showcase,Playoff,SF 2,512,Members Only,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-08-03,11:30,Arena,Showcase,Playoff,SF 2,Members Only,512,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-08-03,14:00,1,Normal,Placement,3rd,Johnny Encore,Rest Stop,,,,,,4,4,4,4,4,20
2018-WMUCC,M-M,2018-08-03,14:00,1,Normal,Placement,3rd,Rest Stop,Johnny Encore,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-08-03,14:00,2,Normal,Placement,11th,Silver Foxes,Eclipse,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-08-03,14:00,2,Normal,Placement,11th,Eclipse,Silver Foxes,,,,,,2,2,3,3,2,12
2018-WMUCC,M-W,2018-08-03,14:00,3,Normal,Placement,7th Place Game,Molly Grey,Surly COUGARS,,,,,,2,2,2,3,2,11
2018-WMUCC,M-W,2018-08-03,14:00,3,Normal,Placement,7th Place Game,Surly COUGARS,Molly Grey,,,,,,2,2,2,3,2,11
2018-WMUCC,M-W,2018-08-03,14:00,4,Normal,Placement,5th Place Game,lowercase,Vintage,,,,,,2,2,2,3,2,11
2018-WMUCC,M-W,2018-08-03,14:00,4,Normal,Placement,5th Place Game,Vintage,lowercase,,,,,,2,2,2,2,2,10
2018-WMUCC,M-M,2018-08-03,14:00,5,Normal,Placement,Bottom 5 Round Robin,Raging Bananas,Wolpertinger,,,,,,2,3,3,3,2,13
2018-WMUCC,M-M,2018-08-03,14:00,5,Normal,Placement,Bottom 5 Round Robin,Wolpertinger,Raging Bananas,,,,,,2,2,2,3,2,11
2018-WMUCC,M-M,2018-08-03,14:00,6,Normal,Placement,Bottom 5 Round Robin,DUFF Stout,OUCH,,,,,,2,2,3,4,2,13
2018-WMUCC,M-M,2018-08-03,14:00,6,Normal,Placement,Bottom 5 Round Robin,OUCH,DUFF Stout,,,,,,2,3,3,2,3,13
2018-WMUCC,M-W,2018-08-03,14:00,9,Normal,Placement,13th,Mint,Thrift Shop,,,,,,2,2,2,3,2,11
2018-WMUCC,M-W,2018-08-03,14:00,9,Normal,Placement,13th,Thrift Shop,Mint,,,,,,2,2,2,2,2,10
2018-WMUCC,M-W,2018-08-03,14:00,10,Normal,Placement,Consolation Final,Loose Cannon,Quasar,,,,,,2,1,2,1,1,7
2018-WMUCC,M-W,2018-08-03,14:00,10,Normal,Placement,Consolation Final,Quasar,Loose Cannon,,,,,,0,1,1,2,2,6
2018-WMUCC,M-X,2018-08-03,14:00,12,Normal,Placement,5th Place Game,Fine Wine,UPAARP,,,,,,2,2,3,3,1,11
2018-WMUCC,M-X,2018-08-03,14:00,12,Normal,Placement,5th Place Game,UPAARP,Fine Wine,,,,,,2,2,2,3,2,11
2018-WMUCC,M-X,2018-08-03,14:00,13,Normal,Placement,7th Place Game,Mastadon,Woodies,,,,,,2,1,2,3,2,10
2018-WMUCC,M-X,2018-08-03,14:00,13,Normal,Placement,7th Place Game,Woodies,Mastadon,,,,,,2,2,3,3,2,12
2018-WMUCC,M-W,2018-08-03,14:00,Arena,Showcase,Placement,3rd,Dyna,Ripe,,,,,,2,2,1,2,2,9
2018-WMUCC,M-W,2018-08-03,14:00,Arena,Showcase,Placement,3rd,Ripe,Dyna,,,,,,2,2,3,3,2,12
2018-WMUCC,M-X,2018-08-03,16:00,1,Normal,Placement,3rd,Members Only,San Francisco Bridge Club,,,,,,2,2,1,1,2,8
2018-WMUCC,M-X,2018-08-03,16:00,1,Normal,Placement,3rd,San Francisco Bridge Club,Members Only,,,,,,2,2,2,2,2,10
2018-WMUCC,GM-M,2018-08-03,16:00,2,Normal,Placement,3rd,Shadows,Tombstone,,,,,,2,2,3,3,2,12
2018-WMUCC,GM-M,2018-08-03,16:00,2,Normal,Placement,3rd,Tombstone,Shadows,,,,,,3,3,3,3,3,15
2018-WMUCC,GM-M,2018-08-03,16:00,3,Normal,Placement,7th Place Game,Grand Masters of the Universe,Figjam,,,,,,2,2,2,2,3,11
2018-WMUCC,M-M,2018-08-03,16:00,3,Normal,Placement,7th Place Game,Figjam,Grand Masters of the Universe,,,,,,2,3,2,2,2,11
2018-WMUCC,GM-M,2018-08-03,16:00,4,Normal,Placement,5th Place Game,Reckon,Shutdown,,,,,,2,3,3,2,2,12
2018-WMUCC,GM-M,2018-08-03,16:00,4,Normal,Placement,5th Place Game,Shutdown,Reckon,,,,,,2,3,3,4,3,15
2018-WMUCC,M-X,2018-08-03,16:00,5,Normal,Placement,Bottom 5 Round Robin,Aoteaora Eh,Medellin,,,,,,2,1,2,2,2,9
2018-WMUCC,M-X,2018-08-03,16:00,5,Normal,Placement,Bottom 5 Round Robin,Medellin,Aoteaora Eh,,,,,,1,1,2,2,2,8
2018-WMUCC,M-X,2018-08-03,16:00,6,Normal,Placement,Bottom 5 Round Robin,2600,Masala Magic,,,,,,2,1,1,2,2,8
2018-WMUCC,M-X,2018-08-03,16:00,6,Normal,Placement,Bottom 5 Round Robin,Masala Magic,2600,,,,,,1,2,2,1,1,7
2018-WMUCC,GM-M,2018-08-03,16:00,9,Normal,Placement,13th,Grave Britain,Big Bombers,,,,,,2,2,3,3,3,13
2018-WMUCC,GM-M,2018-08-03,16:00,9,Normal,Placement,13th,Big Bombers,Grave Britain,,,,,,2,2,3,3,2,12
2018-WMUCC,GM-M,2018-08-03,16:00,10,Normal,Placement,Consolation Final,Get Off My Lawn,KalaKala,,,,,,2,2,3,3,2,12
2018-WMUCC,GM-M,2018-08-03,16:00,10,Normal,Placement,Consolation Final,KalaKala,Get Off My Lawn,,,,,,2,3,2,3,2,12
2018-WMUCC,GM-M,2018-08-03,16:00,12,Normal,Placement,11th,Beers,TRex,,,,,,2,2,3,4,2,13
2018-WMUCC,GM-M,2018-08-03,16:00,12,Normal,Placement,11th,TRex,Beers,,,,,,2,3,3,4,3,15
2018-WMUCC,GM-M,2018-08-03,19:00,Arena,Showcase,Finals,Finals,Surly GM,Johnny Walker,,,,,,2,2,1,2,1,8
2018-WMUCC,GM-M,2018-08-03,19:00,Arena,Showcase,Finals,Finals,Johnny Walker,Surly GM,,,,,,2,1,1,2,0,6
2018-WMUCC,M-M,2018-08-04,9:30,IGF,Showcase,Finals,Finals,All Bashed Out,Boneyard,,,,,,2,2,3,2,3,12
2018-WMUCC,M-M,2018-08-04,9:30,IGF,Showcase,Finals,Finals,Boneyard,All Bashed Out,,,,,,2,3,3,4,2,14
2018-WMUCC,M-W,2018-08-04,12:00,IGF,Showcase,Finals,Finals,Mu-Syozoku,iRot,,,,,,3,2,3,3,3,14
2018-WMUCC,M-W,2018-08-04,12:00,IGF,Showcase,Finals,Finals,iRot,Mu-Syozoku,,,,,,2,3,3,3,2,13
2018-WMUCC,M-X,2018-08-04,14:30,IGF,Showcase,Finals,Finals,512,Molasses Disaster,,,,,,2,2,2,2,2,10
2018-WMUCC,M-X,2018-08-04,14:30,IGF,Showcase,Finals,Finals,Molasses Disaster,512,,,,,,2,2,2,3,2,11